referrer,views_total,views_unique
python.org,113,44
Google,107,20
github.com,73,19
cn.bing.com,22,3
wiki.osdev.org,17,1
uefi.org,16,2
Bing,15,4
wiki.ith.intel.com,8,1
tianocore.org,8,1
yandex.ru,4,1
