time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-01 00:00:00+00:00,3,3,15,10
2024-09-02 00:00:00+00:00,22,16,102,22
2024-09-03 00:00:00+00:00,21,13,179,17
2024-09-04 00:00:00+00:00,15,8,225,20
2024-09-05 00:00:00+00:00,21,11,241,26
2024-09-06 00:00:00+00:00,19,10,122,21
2024-09-07 00:00:00+00:00,11,11,38,18
2024-09-08 00:00:00+00:00,3,3,111,8
2024-09-09 00:00:00+00:00,25,15,110,24
2024-09-10 00:00:00+00:00,16,12,58,28
2024-09-11 00:00:00+00:00,25,15,94,28
2024-09-12 00:00:00+00:00,18,10,82,20
2024-09-13 00:00:00+00:00,13,7,115,29
2024-09-14 00:00:00+00:00,6,4,69,19
