referrer,views_total,views_unique
Google,107,27
github.com,91,23
en.wikipedia.org,37,17
python.org,36,27
ithelp.ithome.com.tw,24,4
Bing,16,7
DuckDuckGo,13,1
jira.ad.3l.ru,11,1
cn.bing.com,10,5
en.m.wikipedia.org,8,7
