time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-28 00:00:00+00:00,16,12,78,27
2024-06-29 00:00:00+00:00,11,8,27,11
2024-06-30 00:00:00+00:00,4,4,26,9
2024-07-01 00:00:00+00:00,24,12,299,26
2024-07-02 00:00:00+00:00,17,11,290,31
2024-07-03 00:00:00+00:00,16,13,166,28
2024-07-04 00:00:00+00:00,20,13,215,30
2024-07-05 00:00:00+00:00,23,16,95,22
2024-07-06 00:00:00+00:00,9,9,12,6
2024-07-07 00:00:00+00:00,6,6,31,9
2024-07-08 00:00:00+00:00,20,11,270,28
2024-07-09 00:00:00+00:00,23,18,344,31
2024-07-10 00:00:00+00:00,19,10,172,31
2024-07-11 00:00:00+00:00,12,12,178,17
