referrer,views_total,views_unique
Google,336,24
python.org,278,50
github.com,145,32
en.wikipedia.org,111,28
statics.teams.cdn.office.net,99,5
lab-z.com,24,3
en.m.wikipedia.org,20,10
qiita.com,15,1
Baidu,12,1
wiki.ith.intel.com,9,2
