referrer,views_total,views_unique
Google,244,21
python.org,176,40
github.com,72,20
en.wikipedia.org,66,28
jira.cpg.dell.com,47,1
en.m.wikipedia.org,45,9
discuss.python.org,27,3
DuckDuckGo,24,1
cn.bing.com,15,6
confluence.amd.com,14,1
