time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-23 00:00:00+00:00,130,116,5,4
2026-05-24 00:00:00+00:00,121,113,6,2
2026-05-25 00:00:00+00:00,399,231,11,8
2026-05-26 00:00:00+00:00,309,273,38,24
2026-05-27 00:00:00+00:00,326,284,7,7
2026-05-28 00:00:00+00:00,306,277,39,14
2026-05-29 00:00:00+00:00,393,338,26,16
2026-05-30 00:00:00+00:00,144,128,13,9
2026-05-31 00:00:00+00:00,105,98,9,6
2026-06-01 00:00:00+00:00,328,296,18,8
2026-06-02 00:00:00+00:00,278,252,32,9
2026-06-03 00:00:00+00:00,161,133,14,7
2026-06-04 00:00:00+00:00,194,153,14,8
2026-06-05 00:00:00+00:00,469,415,82,14
