referrer,views_total,views_unique
python.org,105,58
github.com,100,26
Google,58,14
cn.bing.com,24,5
en.wikipedia.org,23,18
wiki.ith.intel.com,21,2
chipsec.github.io,19,6
Bing,18,3
yandex.ru,14,1
link.csdn.net,9,3
