url_path,views_total,views_unique
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,395,146
/tianocore/edk2-libc,135,85
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,107,24
/tianocore/edk2-libc/tree/master/AppPkg,68,24
/tianocore/edk2-libc/tree/master/StdLib,68,17
/tianocore/edk2-libc/tree/master/AppPkg/Applications,59,21
/tianocore/edk2-libc/tree/master/StdLib/LibC,36,8
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python,33,12
/tianocore/edk2-libc/tree/master/StdLib/Include,33,5
/tianocore/edk2-libc/tree/master,24,19
