url_path,views_total,views_unique
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,237,77
/tianocore/edk2-libc,132,71
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,99,24
/tianocore/edk2-libc/tree/master/AppPkg,96,27
/tianocore/edk2-libc/tree/master/StdLib,87,12
/tianocore/edk2-libc/tree/master/AppPkg/Applications,72,24
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/GCCCompilationBKMs.rst,36,6
/tianocore/edk2-libc/tree/master,34,15
/tianocore/edk2-libc/tree/master/StdLib/LibC,23,4
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python,19,8
