time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-11 00:00:00+00:00,12,7,56,20
2024-10-12 00:00:00+00:00,12,9,41,21
2024-10-13 00:00:00+00:00,4,4,24,11
2024-10-14 00:00:00+00:00,20,13,28,19
2024-10-15 00:00:00+00:00,11,10,24,16
2024-10-16 00:00:00+00:00,17,10,76,21
2024-10-17 00:00:00+00:00,18,10,42,25
2024-10-18 00:00:00+00:00,19,11,33,17
2024-10-19 00:00:00+00:00,6,4,72,7
2024-10-20 00:00:00+00:00,8,6,55,16
2024-10-21 00:00:00+00:00,16,13,73,25
2024-10-22 00:00:00+00:00,12,10,107,29
2024-10-23 00:00:00+00:00,22,12,30,15
2024-10-24 00:00:00+00:00,23,16,62,16
