time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-11 00:00:00+00:00,88,55,154,18
2024-04-12 00:00:00+00:00,102,86,396,19
2024-04-13 00:00:00+00:00,57,52,49,9
2024-04-14 00:00:00+00:00,40,38,19,9
2024-04-15 00:00:00+00:00,70,57,274,24
2024-04-16 00:00:00+00:00,131,95,99,23
2024-04-17 00:00:00+00:00,94,60,102,25
2024-04-18 00:00:00+00:00,82,52,142,36
2024-04-19 00:00:00+00:00,76,47,60,19
2024-04-20 00:00:00+00:00,47,42,46,9
2024-04-21 00:00:00+00:00,34,34,20,8
2024-04-22 00:00:00+00:00,151,119,36,15
2024-04-23 00:00:00+00:00,134,96,91,18
2024-04-24 00:00:00+00:00,123,87,104,14
