referrer,views_total,views_unique
Google,196,28
python.org,98,33
github.com,93,30
DuckDuckGo,63,3
en.wikipedia.org,46,18
en.m.wikipedia.org,40,15
Bing,36,6
teams.microsoft.com,31,3
discuss.python.org,29,6
ithelp.ithome.com.tw,26,2
