referrer,views_total,views_unique
Google,299,29
python.org,189,59
github.com,119,35
tianocore.org,22,2
Bing,18,3
discuss.python.org,11,3
km.xpaas.lenovo.com,11,1
Baidu,10,3
edk2.groups.io,7,2
chipsec.github.io,6,4
