referrer,views_total,views_unique
Google,170,34
github.com,112,30
python.org,89,54
en.wikipedia.org,52,31
edk2.groups.io,26,1
Bing,22,3
DuckDuckGo,22,1
discuss.python.org,16,4
cn.bing.com,14,3
en.m.wikipedia.org,13,9
