referrer,views_total,views_unique
Google,227,16
python.org,190,43
github.com,73,10
en.wikipedia.org,59,23
cn.bing.com,50,2
Bing,35,2
link.zhihu.com,32,1
en.m.wikipedia.org,26,9
yandex.ru,26,1
note.youdao.com,25,1
