referrer,views_total,views_unique
python.org,333,51
Google,261,37
github.com,106,32
en.wikipedia.org,87,23
chipsec.github.io,45,4
wiki.ith.intel.com,42,2
ithelp.ithome.com.tw,38,5
yandex.ru,31,2
Bing,30,5
discuss.python.org,26,3
