url_path,views_total,views_unique
/tianocore/edk2-libc,111,70
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,85,73
/tianocore/edk2-libc/tree/master,22,15
/tianocore/edk2-libc/tree/master/AppPkg,20,14
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,19,14
/tianocore/edk2-libc/tree/master/StdLib,19,13
/tianocore/edk2-libc/tree/master/AppPkg/Applications,13,9
/tianocore/edk2-libc/commits/master,12,4
/tianocore/edk2-libc/releases/tag/v3.6.8.1,7,6
/tianocore/edk2-libc/tree/master/StdLib/Include,7,4
