referrer,views_total,views_unique
github.com,137,35
Google,47,16
python.org,25,17
chipsec.github.io,7,5
Bing,2,1
DuckDuckGo,1,1
engage.cloud.microsoft,1,1
teams.public.onecdn.static.microsoft,1,1
