referrer,views_total,views_unique
Google,192,13
python.org,164,34
en.wikipedia.org,114,29
github.com,95,21
en.m.wikipedia.org,63,10
cn.bing.com,59,3
Baidu,54,1
Bing,29,3
DuckDuckGo,24,1
discuss.python.org,19,2
