time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-12 00:00:00+00:00,329,253,39,11
2026-08-13 00:00:00+00:00,180,162,79,17
2026-08-14 00:00:00+00:00,240,194,29,12
2026-08-15 00:00:00+00:00,522,471,23,16
2026-08-16 00:00:00+00:00,92,82,14,12
2026-08-17 00:00:00+00:00,195,178,61,17
2026-08-18 00:00:00+00:00,215,185,70,24
2026-08-19 00:00:00+00:00,768,395,29,12
2026-08-20 00:00:00+00:00,294,240,16,10
2026-08-21 00:00:00+00:00,268,220,40,12
2026-08-22 00:00:00+00:00,140,86,6,6
2026-08-23 00:00:00+00:00,123,79,18,7
2026-08-24 00:00:00+00:00,269,245,69,12
2026-08-25 00:00:00+00:00,341,295,59,50
