url_path,views_total,views_unique
/tianocore/edk2-libc/blob/master/AppPkg/Applications/Python/Python-3.6.8/Py368ReadMe.txt,297,101
/tianocore/edk2-libc,157,83
/tianocore/edk2-libc/tree/master/StdLib,117,27
/tianocore/edk2-libc/tree/master/AppPkg,110,26
/tianocore/edk2-libc/tree/master/AppPkg/Applications/Python/Python-3.6.8,100,23
/tianocore/edk2-libc/tree/master/AppPkg/Applications,82,22
/tianocore/edk2-libc/tree/master/StdLib/Include,31,6
/tianocore/edk2-libc/tree/master/StdLib/LibC,27,10
/tianocore/edk2-libc/pulls,27,8
/tianocore/edk2-libc/tree/master/StdLib/LibC/CRT/Ia32,27,2
