referrer,views_total,views_unique
python.org,122,57
Google,100,27
github.com,80,22
Bing,43,8
tianocore.org,33,1
en.wikipedia.org,25,15
ithelp.ithome.com.tw,21,3
discuss.python.org,17,5
en.m.wikipedia.org,11,10
chipsec.github.io,9,6
