referrer,views_total,views_unique
Google,167,29
github.com,107,26
python.org,103,56
discuss.python.org,48,4
en.wikipedia.org,42,27
DuckDuckGo,22,1
cn.bing.com,11,2
en.m.wikipedia.org,8,6
yuanbao.tencent.com,7,1
chipsec.github.io,5,2
