time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-09 00:00:00+00:00,35,35,57,14
2024-06-10 00:00:00+00:00,83,39,36,13
2024-06-11 00:00:00+00:00,86,48,288,23
2024-06-12 00:00:00+00:00,63,39,65,14
2024-06-13 00:00:00+00:00,67,42,159,18
2024-06-14 00:00:00+00:00,41,35,92,23
2024-06-15 00:00:00+00:00,4,3,26,14
2024-06-16 00:00:00+00:00,7,7,16,10
2024-06-17 00:00:00+00:00,48,37,113,30
2024-06-18 00:00:00+00:00,85,43,115,21
2024-06-19 00:00:00+00:00,83,48,153,23
2024-06-20 00:00:00+00:00,86,46,101,22
2024-06-21 00:00:00+00:00,45,27,86,26
2024-06-22 00:00:00+00:00,15,13,22,6
