referrer,views_total,views_unique
python.org,118,39
Google,113,17
github.com,88,20
tianocore.org,86,4
en.wikipedia.org,37,18
en.m.wikipedia.org,18,10
chipsec.github.io,16,2
discuss.python.org,15,5
damn99.com,10,1
edk2.groups.io,5,2
