referrer,views_total,views_unique
Google,100,16
github.com,67,27
python.org,56,25
Bing,10,2
chipsec.github.io,5,4
doubao.com,3,2
hu.wikipedia.org,3,1
note.youdao.com,2,1
uefi.org,2,1
chatgpt.com,1,1
