referrer,views_total,views_unique
python.org,129,49
Google,125,23
github.com,96,22
Bing,37,3
en.wikipedia.org,24,19
s1monsays.com,24,4
en.m.wikipedia.org,8,4
DuckDuckGo,7,1
cn.bing.com,6,3
discuss.python.org,6,1
