time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-05 00:00:00+00:00,94,90,8,4
2026-07-06 00:00:00+00:00,161,146,48,22
2026-07-07 00:00:00+00:00,207,144,87,14
2026-07-08 00:00:00+00:00,145,110,18,9
2026-07-09 00:00:00+00:00,393,316,50,11
2026-07-10 00:00:00+00:00,170,150,15,9
2026-07-11 00:00:00+00:00,129,101,26,9
2026-07-12 00:00:00+00:00,105,99,33,9
2026-07-13 00:00:00+00:00,661,589,104,17
2026-07-14 00:00:00+00:00,134,111,51,15
2026-07-15 00:00:00+00:00,146,112,66,16
2026-07-16 00:00:00+00:00,195,183,19,14
2026-07-17 00:00:00+00:00,113,97,40,14
2026-07-18 00:00:00+00:00,94,91,5,4
