time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-08 00:00:00+00:00,648,592,41,7
2026-05-09 00:00:00+00:00,133,124,21,10
2026-05-10 00:00:00+00:00,143,134,17,6
2026-05-11 00:00:00+00:00,343,237,49,11
2026-05-12 00:00:00+00:00,317,260,126,13
2026-05-13 00:00:00+00:00,266,226,32,9
2026-05-14 00:00:00+00:00,152,119,8,7
2026-05-15 00:00:00+00:00,162,128,57,13
2026-05-16 00:00:00+00:00,191,177,33,7
2026-05-17 00:00:00+00:00,125,113,4,4
2026-05-18 00:00:00+00:00,554,489,22,11
2026-05-19 00:00:00+00:00,459,381,49,8
2026-05-20 00:00:00+00:00,203,159,10,6
2026-05-21 00:00:00+00:00,361,290,46,10
