time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-29 00:00:00+00:00,6,6,43,14
2024-12-30 00:00:00+00:00,13,10,48,14
2024-12-31 00:00:00+00:00,13,8,43,13
2025-01-01 00:00:00+00:00,7,6,35,12
2025-01-02 00:00:00+00:00,15,13,64,18
2025-01-03 00:00:00+00:00,13,10,177,24
2025-01-04 00:00:00+00:00,14,10,21,7
2025-01-05 00:00:00+00:00,6,6,34,9
2025-01-06 00:00:00+00:00,16,12,67,15
2025-01-07 00:00:00+00:00,24,17,37,24
2025-01-08 00:00:00+00:00,26,16,40,19
2025-01-09 00:00:00+00:00,27,16,137,17
2025-01-10 00:00:00+00:00,19,14,26,19
2025-01-11 00:00:00+00:00,14,13,9,4
