referrer,views_total,views_unique
github.com,211,33
Google,174,22
python.org,100,38
damn99.com,79,2
en.wikipedia.org,53,23
en.m.wikipedia.org,20,10
ithelp.ithome.com.tw,16,2
discuss.python.org,16,2
chipsec.github.io,14,3
Bing,12,2
