time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-24 00:00:00+00:00,268,55,74,16
2024-05-25 00:00:00+00:00,43,35,43,9
2024-05-26 00:00:00+00:00,33,33,9,5
2024-05-27 00:00:00+00:00,108,57,100,17
2024-05-28 00:00:00+00:00,79,56,124,19
2024-05-29 00:00:00+00:00,71,49,178,36
2024-05-30 00:00:00+00:00,57,39,54,11
2024-05-31 00:00:00+00:00,99,39,66,13
2024-06-01 00:00:00+00:00,44,39,23,8
2024-06-02 00:00:00+00:00,32,31,34,12
2024-06-03 00:00:00+00:00,75,50,41,14
2024-06-04 00:00:00+00:00,56,41,42,19
2024-06-05 00:00:00+00:00,59,39,87,21
2024-06-06 00:00:00+00:00,63,42,74,22
