referrer,views_total,views_unique
github.com,178,28
python.org,141,41
Google,85,23
en.wikipedia.org,54,23
statics.teams.cdn.office.net,38,3
tianocore.org,37,1
Bing,25,5
cn.bing.com,25,3
discuss.python.org,23,4
en.m.wikipedia.org,19,9
