referrer,views_total,views_unique
Google,112,19
github.com,97,21
python.org,48,25
en.m.wikipedia.org,20,5
ithelp.ithome.com.tw,18,4
chipsec.github.io,16,5
en.wikipedia.org,11,11
cn.bing.com,11,3
jira.ad.3l.ru,10,1
yandex.ru,10,1
